"","Organization","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Number of Publications"
"267","Havard","ASSESSMENT AND EVALUATION OF HILL-TYPE MUSCLE MODELS FOR PREDICTING IN VIVO FORCE","NIAMS",8695754,"2R01AR055648-05A1",2,"R01","AR",55648,5,"A1",NA,1931929,"BIEWENER, ANDREW A","Not Applicable","HARVARD UNIVERSITY",NA,2014,335825,NA,"61"
"268","Havard","EVOLUTIONARY MEDICINE IN THE DEVELOPMENT OF ANTIMALARIA DRUGS","NIAID",8691243,"1R01AI106734-01A1",1,"R01","AI",106734,1,"A1",NA,1860714,"HARTL, DANIEL L","Not Applicable","HARVARD UNIVERSITY",NA,2014,338000,NA,"131"
"269","Havard","EPIGENOMIC DRIVERS OF HUMAN MUSCLE PROGENITOR CELLS IN DEVELOPMENT AND DISEASE","NIEHS",8814714,"1R01ES024935-01",1,"R01","ES",24935,1,"",NA,6155044,"WAGERS, AMY JO","Not Applicable","HARVARD UNIVERSITY",NA,2014,338000,NA,"84"
"270","Havard","SEMIPARAMETRIC METHODS FOR GENE-ENVIRONMENT INTERACTION","NIEHS",8663257,"5R01ES020337-03",5,"R01","ES",20337,3,"",NA,6851113,"TCHETGEN TCHETGEN, ERIC JOEL","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,338599,NA,"0"
"271","Havard","HORMONAL MODULATION OF AGGRESSION IN DROSOPHILA","NIGMS",8724512,"5R01GM074675-08",5,"R01","GM",74675,8,"",NA,1955021,"KRAVITZ, EDWARD A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,339000,NA,"28"
"272","Havard","MOLECULAR GENETICS OF THE BITHORAX COMPLEX","NIGMS",8758522,"2R01GM028630-28A1",2,"R01","GM",28630,28,"A1",NA,1863357,"BENDER, WELCOME ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,339424,NA,"6"
"273","Havard","STRUCTURAL AND MECHANISTIC STUDIES OF REGULATION OF LET-7 BIOGENESIS BY LIN28'","NCI",8625278,"5R01CA163647-03",5,"R01","CA",163647,3,"",NA,9197139,"SLIZ, PIOTR ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,341161,NA,"37"
"274","Havard","DISSOCIATING INTRINSIC AND EXTRINSIC MOTOR LEARNING IN ALZHEIMER'S DISEASE","NIA",8723723,"5R01AG041878-03",5,"R01","AG",41878,3,"",NA,8678192,"SMITH, MAURICE A","Not Applicable","HARVARD UNIVERSITY",NA,2014,343598,NA,"19"
"275","Havard","ORGANOGENESIS OF THE PHARYNX IN C ELEGANS","NIGMS",8652465,"5R37GM056264-18",5,"R37","GM",56264,18,"",NA,1860974,"MANGO, SUSAN E","Not Applicable","HARVARD UNIVERSITY",NA,2014,344694,NA,"9"
"276","Havard","HOW DO AMINE NEURONS WORK?","NIGMS",8710269,"5R01GM099883-03",5,"R01","GM",99883,3,"",NA,1955021,"KRAVITZ, EDWARD A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,346097,NA,"28"
"277","Havard","INVESTIGATING THE NEUROINFLAMMATORY ROLE OF RIP1 KINASE","NIA",8670893,"1R01AG047231-01",1,"R01","AG",47231,1,"",NA,1893171,"YUAN, JUNYING ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,347475,NA,"90"
"278","Havard","MOLECULAR MECHANISMS OF AUDITORY TRANSDUCTION","NIDCD",8663209,"5R01DC000304-30",5,"R01","DC",304,30,"",NA,1897716,"COREY, DAVID P","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,348662,NA,"47"
"279","Havard","CELLULAR AND MOLECULAR MECHANISMS OF EAR MORPHOGENESIS","NIDCD",8721388,"5R01DC007195-10",5,"R01","DC",7195,10,"",NA,6771596,"GOODRICH, LISA V","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,348662,NA,"25"
"280","Havard","PHAGES AND GENOMIC VARIATION IN VIBRIO CHOLERAE EVOLUTION","NIGMS",8708885,"5R01GM068851-11",5,"R01","GM",68851,11,"",NA,1859172,"MEKALANOS, JOHN JOSEPH","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,348870,NA,"77"
"281","Havard","SYNAPTIC AND CIRCUIT MECHANISMS OF OLFACTORY PROCESSING","NIDCD",8617832,"5R01DC008174-09",5,"R01","DC",8174,9,"",NA,8323591,"WILSON, RACHEL ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,349635,NA,"42"
"282","Havard","IMPLEMENTATION OF PROGRAMS FOR THE PREVENTION; CARE AND TREATMENT OF HIV/AIDS IN ","NCHHSTP",8713272,"5U2GPS001966-05",5,"U2G","PS",1966,5,"",NA,1890773,"FAWZI, WAFAIE W","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,350000,NA,"239"
"283","Havard","DOPAMINERGIC ENABLING OF SYNAPTIC PLASTICITY IN PREFRONTAL CIRCUITS","NIDA",8637960,"5R01DA032283-04",5,"R01","DA",32283,4,"",NA,8385896,"YAO, WEI-DONG ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,350000,NA,"20"
"284","Havard","GENETICS OF LONG NON-CODING RNAS IN ZEBRAFISH","NICHD",8736103,"1R01HD076708-01A1",1,"R01","HD",76708,1,"A1",NA,1879377,"SCHIER, ALEXANDER F","Not Applicable","HARVARD UNIVERSITY",NA,2014,350675,NA,"69"
"285","Havard","PPAR DELTA FUNCTIONS IN LIVER","NIDDK",8728813,"5R01DK075046-08",5,"R01","DK",75046,8,"",NA,8254689,"LEE, CHIH-HAO ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,351263,NA,"37"
"286","Havard","RNAI-MEDIATED HETEROCHROMATIN ASSEMBLY","NIGMS",8704445,"5R01GM072805-10",5,"R01","GM",72805,10,"",NA,1940235,"MOAZED, DANESH ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,351713,NA,"63"
"287","Havard","METABOLIC CONTROL OF CELL GROWTH BY THE MTOR SIGNALING NETWORK","NCI",8759755,"1R01CA181390-01A1",1,"R01","CA",181390,1,"A1",NA,8471894,"MANNING, BRENDAN D.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,353081,NA,"67"
"288","Havard","DIETARY FAT AND HDL METABOLISM","NHLBI",8688317,"5R01HL095964-05",5,"R01","HL",95964,5,"",NA,1862842,"SACKS, FRANK M","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,354086,NA,"127"
"289","Havard","CHARACTERIZING ODOR MAPS IN THE OLFACTORY BULB AND CORTEX","NIDCD",8675219,"5R01DC011558-04",5,"R01","DC",11558,4,"",NA,1892479,"DATTA, SANDEEP R","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,354979,NA,"15"
"290","Havard","CHROMOSOME DYNAMICS IN BACILLUS SUBTILLS","NIGMS",8756076,"2R01GM086466-05A1",2,"R01","GM",86466,5,"A1",NA,1929338,"RUDNER, DAVID Z","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,356586,NA,"49"
"291","Havard","IDENTIFICATION OF THE TRANSCRIPTIONAL REGULATORS OF CHONDROCYTE HYPERTROPHY","NIAMS",8640073,"5R01AR055552-05",5,"R01","AR",55552,5,"",NA,1899368,"LASSAR, ANDREW BRUCE","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,358798,NA,"26"
"292","Havard","SENSORY PROCESSING OF SOCIAL AND DEFENSIVE CHEMOSIGNALS","NIDCD",8639517,"5R01DC013087-02",5,"R01","DC",13087,2,"",NA,2275890,"DULAC, CATHERINE G","Not Applicable","HARVARD UNIVERSITY",NA,2014,359125,NA,"34"
"293","Havard","FUNCTIONAL INTEGRATION OF ADULT-BORN NEURONS INTO THE MAMMALIAN BRAIN","NIDCD",8677874,"5R01DC013329-02",5,"R01","DC",13329,2,"",NA,3150947,"MURTHY, VENKATESH N","Not Applicable","HARVARD UNIVERSITY",NA,2014,359125,NA,"78"
"294","Havard","MOLECULAR AND CELLULAR MECHANISMS OF A NEURONAL NETWORK FOR OLFACTORY LEARNING","NIDCD",8760879,"2R01DC009852-06",2,"R01","DC",9852,6,"",NA,8961686,"ZHANG, YUN ","Not Applicable","HARVARD UNIVERSITY",NA,2014,359125,NA,"22"
"295","Havard","THE ROLE OF SEMAPHORINS IN AXON AND BLOOD VESSEL GUIDANCE","NINDS",8608011,"5R01NS064583-05",5,"R01","NS",64583,5,"",NA,6269870,"GU, CHENGHUA ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,359732,NA,"22"
"296","Havard","REGULATION OF SYNAPSE MORPHOGENESIS IN DROSOPHILA","NINDS",8644953,"5R01NS069695-05",5,"R01","NS",69695,5,"",NA,1894863,"VAN VACTOR, DAVID L.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,359732,NA,NA
"297","Havard","POPULATION-BASED STUDY OF ENVIRONMENTAL RISK FACTORS FOR ALS","NIEHS",8663593,"5R01ES019188-05",5,"R01","ES",19188,5,"",NA,1876230,"WEISSKOPF, MARC G","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,359736,NA,"117"
"298","Havard","MOLECULAR BASIS OF INHERITED DEAFNESS","NIDCD",8610278,"5R01DC002281-17",5,"R01","DC",2281,17,"",NA,1897716,"COREY, DAVID P","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,359847,NA,"47"
"299","Havard","ROLE OF GATA6 IN REGULATING HEDGEHOG SIGNALING IN THE GROWTH PLATE","NIAMS",8627113,"5R01AR060735-02",5,"R01","AR",60735,2,"",NA,1899368,"LASSAR, ANDREW BRUCE","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,360188,NA,"26"
"300","Havard","OLFACTORY?CIRCUITS?THAT?CONTROL?BEHAVIOR","NIDCD",8694337,"1R01DC013289-01A1",1,"R01","DC",13289,1,"A1",NA,6676211,"LIBERLES, STEPHEN DANIEL","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,360188,NA,"20"
"301","Havard","IMPACT OF OBESITY ON AIRWAY RESPONSES TO AIR POLLUTION","NIEHS",8651482,"5R01ES013307-10",5,"R01","ES",13307,10,"",NA,1974462,"SHORE, STEPHANIE A","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,360555,NA,"74"
"302","Havard","TRAINING IN PHARMACOLOGICAL SCIENCES","NIGMS",8607794,"2T32GM007306-39",2,"T32","GM",7306,39,"",NA,1858811,"GOLAN, DAVID E.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,361073,NA,"36"
"303","Havard","BENEFITS OF DIETARY ESSENTIAL AMINO ACID RESTRICTION","NIDDK",8585053,"5R01DK090629-04",5,"R01","DK",90629,4,"",NA,9286596,"MITCHELL, JAMES ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,363375,NA,"50"
"304","Havard","NOVEL MECHANISMS FOR OXYSTEROLS IN CELL-CELL SIGNALING","NIGMS",8670931,"1R01GM110041-01",1,"R01","GM",110041,1,"",NA,7887972,"SALIC, ADRIAN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,365637,NA,"20"
"305","Havard","PROJECTION NEURON CONTROL OVER INTERNEURON POSITIONING INTO NEOCORTICAL CIRCUITRY","NINDS",8683266,"5R01NS078164-02",5,"R01","NS",78164,2,"",NA,8570565,"ARLOTTA, PAOLA ","Not Applicable","HARVARD UNIVERSITY",NA,2014,365990,NA,"47"
"306","Havard","THE TRANSLATION APPARATUS OF LEISHMANIA: FROM BASIC ANALYSIS TO PURSUIT OF NOVEL","NIAID",8611491,"1R01AI108718-01",1,"R01","AI",108718,1,"",NA,7780808,"WAGNER, GERHARD ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,366095,NA,"168"
"307","Havard","BIOMATERIAL BASED BREAST CANCER VACCINE","NIBIB",8636018,"5R01EB015498-02",5,"R01","EB",15498,2,"",NA,8116883,"MOONEY, DAVID J ","DRANOFF, GLENN ","HARVARD MEDICAL SCHOOL",NA,2014,366115,NA,"207"
"308","Havard","DEVELOPMENT OF NOVEL TRANSSYNAPTIC TRACERS FOR USE IN THE CENTRAL NERVOUS SYSTEM","NINDS",8658163,"5R01NS083848-02",5,"R01","NS",83848,2,"",NA,1858426,"CEPKO, CONSTANCE L","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,367074,NA,"79"
"309","Havard","NEUROTROPHIN SIGNALS CONTROLLING DEVELOPMENT OF THE PERIPHERAL NERVOUS SYSTEM","NINDS",8804205,"5R01NS034814-21",5,"R01","NS",34814,21,"",NA,1885608,"GINTY, DAVID D","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,367074,NA,"13"
"310","Havard","CELLULAR MECHANISMS OF DIETARY THERAPY FOR EPILEPSY","NINDS",8659516,"5R01NS055031-07",5,"R01","NS",55031,7,"",NA,1887092,"YELLEN, GARY I","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,367074,NA,"38"
"311","Havard","INVESTIGATING THE MECHANISM OF TNFALPHA MEDIATED CELL DEATH IN OLIGODENDROCYTES","NINDS",8729514,"5R01NS082257-02",5,"R01","NS",82257,2,"",NA,1893171,"YUAN, JUNYING ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,367074,NA,"90"
"312","Havard","HUMAN CELL-BASED MODELS OF PRIMARY ADIPOCYTE DISORDERS","NIDDK",8662769,"5R01DK095384-03",5,"R01","DK",95384,3,"",NA,9085086,"COWAN, CHAD ALBERT","Not Applicable","HARVARD UNIVERSITY",NA,2014,367575,NA,"50"
"313","Havard","LUNG CANCER DISPARITIES CENTER: JOINTLY ADDRESSING RACE & SOCIOECONOMIC STATUS","NCI",8885994,"3P50CA148596-05S1",3,"P50","CA",148596,5,"S1",NA,1900432,"WILLIAMS, DAVID R","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,368479,NA,"215"
"314","Havard","AIRE; A ZINC-FINGER PROTEIN THAT CONTROLS AUTOIMMUNITY","NIDDK",8639540,"5R37DK060027-14",5,"R37","DK",60027,14,"",NA,6133591,"MATHIS, DIANE J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,368663,NA,"149"
"315","Havard","VISUAL PROCESSING IN THE CEREBRAL CORTEX","NEI",8693270,"2R01EY005911-29",2,"R01","EY",5911,29,"",NA,1876959,"MAUNSELL, JOHN HR","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,370415,NA,"23"
"316","Havard","MOLECULAR DISSECTION OF ACTIVE ZONE FUNCTIONS IN NEUROTRANSMITTER RELEASE","NINDS",8759245,"1R01NS083898-01A1",1,"R01","NS",83898,1,"A1",NA,9961941,"KAESER, PASCAL SIMON","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,370781,NA,"10"
"317","Havard","TRAINING GRANT IN ACADEMIC NUTRITION","NIDDK",8722527,"5T32DK007703-20",5,"T32","DK",7703,20,"",NA,2087382,"HU, FRANK B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,371186,NA,"666"
"318","Havard","STRUCTURE AND FUNCTION IN NOTCH SIGNALING","NCI",8815616,"2R01CA092433-12",2,"R01","CA",92433,12,"",NA,1884664,"BLACKLOW, STEPHEN C.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,373771,NA,"70"
"319","Havard","NOVEL STATISTICAL APPROACHES TO MENTAL HEALTH PHENOTYPE ANALYSIS IN GWA STUDIES","NIMH",8647000,"5R01MH081862-06",5,"R01","MH",81862,6,"",NA,7840494,"LANGE, CHRISTOPH ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,374348,NA,"110"
"320","Havard","ADIPOSE-ISSUE TREGS: IMPORTANT PLAYERS IN THE IMMUNOLOGICAL CONTROL OF METABOLIS","NIDDK",8677881,"5R01DK092541-04",5,"R01","DK",92541,4,"",NA,6133591,"MATHIS, DIANE J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,375443,NA,"149"
"321","Havard","LONG-TERM EFFECTS OF BOTULINUM NEUROTOXINS ON NEURONAL VIABILITY","NINDS",8617314,"5R01NS080833-02",5,"R01","NS",80833,2,"",NA,8880839,"DONG, MIN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,378985,NA,"14"
"322","Havard","AP1-DEPENDENT  REGULATION OF BONE MASS AND ENERGY EXPENDITURE IN THE HYPOTHALAMUS","NIA",8702064,"5R01AG040222-04",5,"R01","AG",40222,4,"",NA,1877765,"BARON, ROLAND E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,382909,NA,"67"
"323","Havard","CVD EPIDEMIOLOGY TRAINING PROGRAM IN BEHAVIOR; THE ENVIRONMENT AND GLOBAL HEALTH","NHLBI",8742916,"2T32HL098048-06A1",2,"T32","HL",98048,6,"A1",NA,1880919,"RIMM, ERIC B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,383712,NA,"387"
"324","Havard","FUNCTIONAL GENETIC EVOLUTION OF HUMAN BRAIN AND BEHAVIOR","NIAAA",8702035,"5R01AA019688-05",5,"R01","AA",19688,5,"",NA,6884787,"VALLENDER, ERIC J.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,384191,NA,"33"
"325","Havard","REGULATION OF HOST INNATE IMMUNITY AGAINST VIRAL INFECTION","NIAID",8650254,"5R01AI087846-05",5,"R01","AI",87846,5,"",NA,9959699,"GACK, MICHAELA ULRIKE","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,386471,NA,"28"
"326","Havard","THE CARDIOPULMONARY EFFECTS OF PARTICULATE EXPOSURE","NIEHS",8650872,"5R01ES009860-12",5,"R01","ES",9860,12,"",NA,1868404,"CHRISTIANI, DAVID C","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,388018,NA,"382"
"327","Havard","CHARACTERIZATION OF THE INSULIN TO AUTOPHAGY PATHWAY IN MUSCLES","NIAMS",8661710,"5R01AR057352-05",5,"R01","AR",57352,5,"",NA,1963356,"PERRIMON, NORBERT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,389806,NA,"197"
"328","Havard","UBIQUITIN-MEDIATED PROTEOLYSIS AND CELL CYCLE CONTROL","NIA",8723003,"5R01AG011085-21",5,"R01","AG",11085,21,"",NA,7736225,"HARPER, JEFFREY W","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,389947,NA,"0"
"329","Havard","MODELING INDIVIDUAL-TO-COLLECTIVE BEHAVIOR IN MOUND-BUILDING TERMITES","NIGMS",8797700,"1R01GM112633-01",1,"R01","GM",112633,1,"",NA,7385415,"WERFEL, JUSTIN K ","NAGPAL, RADHIKA ;TURNER, JEFFREY SCOTT","HARVARD MEDICAL SCHOOL",NA,2014,390718,NA,"8"
"330","Havard","IN VIVO HANDHELD COHERENT RAMAN SCATTERING (CRS) MICROSCOPY FOR GLIOMA IMAGING","NIBIB",8760861,"1R01EB017254-01A1",1,"R01","EB",17254,1,"A1",NA,6369857,"XIE, XIAOLIANG SUNNEY  ","ORRINGER, DANIEL ","HARVARD UNIVERSITY",NA,2014,391001,NA,"13"
"331","Havard","IDENTIFYING WAYS TO REDUCE READMISSIONS AMONG MINORITY-SERVING U.S. HOSPITALS","NHLBI",8644879,"5R01HL113567-03",5,"R01","HL",113567,3,"",NA,7609019,"JHA, ASHISH K","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,394850,NA,"175"
"332","Havard","NEUROIMAGING AND NEUROPSYCHOLOGICAL BIOMARKERS OF VASCULAR RISK FACTORS","NINDS",8817058,"1R01NS086882-01A1",1,"R01","NS",86882,1,"A1",NA,6581237,"LERITZ, ELIZABETH C","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,395219,NA,"14"
"333","Havard","THE RNA POLYMERASE II TRANSCRIPTION COMPLEX","NIGMS",8672649,"5R01GM046498-24",5,"R01","GM",46498,24,"",NA,1887673,"BURATOWSKI, STEPHEN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,395264,NA,"58"
"334","Havard","ENGINEERING SKELETAL MUSCLE WITH BIODEGRADABLE HYDROGELS","NIDCR",8681421,"5R01DE013349-14",5,"R01","DE",13349,14,"",NA,8116883,"MOONEY, DAVID J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,395593,NA,"207"
"335","Havard","FACTORS MEDIATING HOST RESISTANCE TO CHLAMYDIA TRACHOMATIS","NIAID",8695275,"5R01AI062827-09",5,"R01","AI",62827,9,"",NA,1860791,"STARNBACH, MICHAEL N","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,395675,NA,"38"
"336","Havard","MEMBRANE REMODELING AND PROTEIN TRAFFICKING IN BACTERIA","NIGMS",8587485,"5R01GM073831-09",5,"R01","GM",73831,9,"",NA,1929338,"RUDNER, DAVID Z","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,396630,NA,"49"
"337","Havard","HEALTHY OPTIONS: GROUP PSYCHOTHERAPY FOR HIV-POSITIVE DEPRESSED PERINATAL WOMEN","NIMH",8666669,"5R01MH100338-02",5,"R01","MH",100338,2,"",NA,9501311,"SMITH FAWZI, MARY CATHERINE ","KAAYA, SYLVIA ","HARVARD MEDICAL SCHOOL",NA,2014,397062,NA,"0"
"338","Havard","BMAL1 COMPLEXES OF THE CIRCADIAN CLOCK","NIGMS",8656710,"5R01GM095945-04",5,"R01","GM",95945,4,"",NA,1881352,"WEITZ, CHARLES J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,397423,NA,"20"
"339","Havard","ANALYSIS OF INTRATUMORAL CROSSTALK IN CLONAL POPULATIONS OF OVARIANTUMOR CELLS","NCI",8613292,"1R01CA181543-01",1,"R01","CA",181543,1,"",NA,2211633,"BRUGGE, JOAN SIEFERT","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,398239,NA,"87"
"340","Havard","CHEMICAL BIOLOGY OF MICROBIAL INTERSPECIES SIGNALING","NIGMS",8651924,"5R01GM082137-07",5,"R01","GM",82137,7,"",NA,1879843,"KOLTER, ROBERTO G.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,398325,NA,"125"
"341","Havard","SIGNAL TRANSDUCTION IN AXON GUIDANCE","NINDS",8697148,"5R01NS069913-04",5,"R01","NS",69913,4,"",NA,1872295,"FLANAGAN, JOHN G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,398423,NA,"20"
"342","Havard","ENVIRONMENTAL OBESOGENS AND WEIGHT CHANGE IN THE POUNDS LOST TRIAL","NIEHS",8761806,"1R01ES022981-01A1",1,"R01","ES",22981,1,"A1",NA,9721881,"SUN, QI ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,399934,NA,"133"
"343","Havard","FUNCTIONAL ANALYSIS OF ERYTHROCYTE DETERMINANTS OF MALARIA INFECTION","NIAID",8645599,"5R01AI091787-04",5,"R01","AI",91787,4,"",NA,7624517,"DURAISINGH, MANOJ T","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,403750,NA,"75"
"344","Havard","IDENTIFICATION AND INFERENCE FOR LONGITUDINAL CAUSAL MEDIATION ANALYSIS IN HIV","NIAID",8666718,"5R01AI104459-02",5,"R01","AI",104459,2,"",NA,6851113,"TCHETGEN TCHETGEN, ERIC JOEL ","SHPITSER, ILYA ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,403750,NA,"0"
"345","Havard","MECHANISMS OF LIPID DROPLET PROTEIN TARGETING","NIGMS",8725690,"5R01GM097194-05",5,"R01","GM",97194,5,"",NA,10383230,"WALTHER, TOBIAS ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,403750,NA,"19"
"346","Havard","MECHANISM AND FUNCTION OF BETA-2 ADRENERGIC RECEPTOR DEGRADATION IN THE LUNG","NHLBI",8701380,"5R01HL114769-02",5,"R01","HL",114769,2,"",NA,9338056,"LU, QUAN ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,406184,NA,"27"
"347","Havard","WHOLE GENOME AMPLIFICATION AND SEQUENCING OF SINGLE CANCER CELLS","NCI",8740473,"5R33CA174560-02",5,"R33","CA",174560,2,"",NA,6369857,"XIE, XIAOLIANG SUNNEY  ","WEISSLEDER, RALPH ","HARVARD UNIVERSITY",NA,2014,406935,NA,"13"
"348","Havard","UNDERSTANDING DISPARITIES IN PATIENT-CENTERED HOSPITAL CARE","NIMHD",8600631,"5R01MD006230-03",5,"R01","MD",6230,3,"",NA,7609019,"JHA, ASHISH K","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,408247,NA,"175"
"349","Havard","IN TOTO IMAGING AND GENOMICS TO DECODE EAR HAIR CELL FORMATION AND REGENERATION","NIDCD",8605873,"5R01DC010791-05",5,"R01","DC",10791,5,"",NA,7012529,"MEGASON, SEAN G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,408254,NA,"25"
"350","Havard","EPIGENETIC REGULATION BY LARGE NON-CODING RNAS IN THE P53 MEDIATED DNA DAMAGE RES","NIEHS",8689016,"5R01ES020260-04",5,"R01","ES",20260,4,"",NA,9575805,"RINN, JOHN LOUIS","Not Applicable","HARVARD UNIVERSITY",NA,2014,408375,NA,"76"
"351","Havard","ACCURATE AND EFFICIENT MEASURES FOR HIV INCIDENCE","NIAID",8616714,"5R01AI097015-03",5,"R01","AI",97015,3,"",NA,1870894,"PAGANO, MARCELLO ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,408430,NA,"37"
"352","Havard","ENHANCING DIVERSITY IN ACADEMIC MEDICINE THROUGH FACULTY NETWORKS","NIGMS",8757018,"1R01GM111563-01",1,"R01","GM",111563,1,"",NA,1858644,"REEDE, JOAN Y. ","HILL, EMORCIA V","HARVARD MEDICAL SCHOOL",NA,2014,410276,NA,"11"
"353","Havard","EPIGENETIC REGULATION OF HSV INFECTION OF ORAL CELLS","NIDCR",8739283,"5R56DE023909-02",5,"R56","DE",23909,2,"",NA,1894203,"KNIPE, DAVID M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,411038,NA,"92"
"354","Havard","INTERNAL SIGNALS IN THE PARIETAL VISUAL PATHWAY","NEI",8721419,"5R01EY012106-14",5,"R01","EY",12106,14,"",NA,1867736,"ASSAD, JOHN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,411470,NA,"24"
"355","Havard","QUANTIFICATION AND PREDICTION OF TREATMENT EFFICACY FOR HIV CURE STRATEGIES","OD",8797002,"1DP5OD019851-01",1,"DP5","OD",19851,1,"",NA,12099940,"HILL, ALISON LYNN","Not Applicable","HARVARD UNIVERSITY",NA,2014,412150,NA,"19"
"356","Havard","RNA PROCESSING IN NON-SEGMENTED MINUS-STRAND RNA VIRUSES","NIAID",8651853,"5R01AI059371-10",5,"R01","AI",59371,10,"",NA,7746536,"WHELAN, SEAN PJ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,413302,NA,"51"
"357","Havard","MOLECULAR MECHANISMS OF RHABDOVIRUS ENTRY","NIAID",8602798,"5R01AI081842-05",5,"R01","AI",81842,5,"",NA,7746536,"WHELAN, SEAN PJ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,413330,NA,"51"
